11,57685,690345,AfterCollege,98 Battery Street,San Francisco,CA,94111,98 Battery Street	San Francisco	CA	94111,aftercollege,http://media.glassdoor.com/sqll/690345/aftercollege-squarelogo-1410542850227.png,"AfterCollege is an online professional platform that connects college grads, faculty, alumni and employers through customized career networks at colleges and professional associations. AfterCollege powers the largest number of career networks on the internet, using its patented process to deliver thousands of exclusive opportunities to students and alumni. Its proprietary platform and job distribution technology translate into relevant job content for job seekers and significant savings in cost per hire for employers. AfterCollege’s unique approach is patented under U.S. Patent Number 7,213,019.",Privately Held,,1999,http://www.aftercollege.com/,11-50,,509,3,OK,0,0,0,0,0,1,Internet,Roberto Angulo,,0,0,0
13,58194,751107,Automattic,132 Hawthorne St,San Francisco,CA,94107,132 Hawthorne St	San Francisco	CA	94107,,https://media.licdn.com/mpr/mpr/p/3/005/015/1e8/00cd2de.png,Automattic Inc. is a startup from a handful of people passionate about making the web a better place. So far we’re best known for our work on WordPress. We are strong believers in Open Source and the vast majority of our work is available under licenses like the GPL. We're hiring! http://automattic.com/work-with-us/,Privately Held,,2005,http://automattic.com,201-500,,3369,3,OK,0,0,0,0,0,2,,Toni Schneider,,1,100,0
14,41859,43313,Bebo,425 Bush Street Suite 200,San Francisco,CA,94108,425 Bush Street Suite 200	San Francisco	CA	94108,,http://media.glassdoor.com/sqll/43313/bebo-squarelogo.png,"Bebo, a social media company, is currently the #3 Social Network in the US and the #1 Social Network in the UK and Ireland. Bebo recently launched Bebo Latino in the USA and has local versions in France, Spain, Germany, Italy and the Netherlands. Bebo was acquired from AOL by Criterion Capitol Partners in June 2010.",Privately Held,,2005,www.bebo.com,11-50,NYS,712,2,Dissatisfied,0,0,0,0,0,1,Internet,Adam Levin,,0,0,0
15,220061,241857,Birst,45 Fremont St,San Francisco,CA,94105,45 Fremont St	San Francisco	CA	94105,BirstBI,http://media.glassdoor.com/sqll/241857/birst-squarelogo.png,"Birst is the global leader in Cloud BI and Analytics. The company helps organizations make thousands of decisions better, every day, for every person. Birst's patented 2-tier data architecture and comprehensive BI platform sits on top of all of your data, to unify, refine and embed data consistently into every individual decision—up and down the org chart. Thousands of the most demanding businesses trust Birst Cloud BI to make metric-driven business execution a reality. Enterprises like Citrix, Kellogg’s, and RBC and rapidly growing companies like Jive, and OpenText are using Birst to think faster than their competition. Experts are taking notice too. Birst ranked #1 (among 38 BI vendors) for product functionality, sales, and service experience in 2014 Gartner Magic Quadrant survey. Learn more at www.birst.com",Privately Held,,2004,www.birst.com,51-200,,6161,4.5,Very Satisfied,4.3,4.1,4.2,4.6,3.8,20,Internet,Brad Peters,,18,95,5
16,167119,235217,Bleacher Report,153 Kearny St.,San Francisco,CA,94108,153 Kearny St.	San Francisco	CA	94108,bleacherreport,http://media.glassdoor.com/sqll/235217/bleacher-report-squarelogo.png,"For the next generation of sports fans, Bleacher Report is the most interactive, engaging and credible source for everything that’s happening in sports right now. A part of Turner Sports since August 2012, B/R connects millions of fans to the teams and sports they care about, through our web site, mobile apps, newsletters and video products.",Privately Held,,2007,bleacherreport.com/,201-500,,20599,3.5,Satisfied,3.6,3.2,2.9,3.1,3.6,26,Computer Software,John Martin,,3,45,55
17,268213,40687,CBS Interactive,235 Second Street,San Francisco,CA,94105,235 Second Street	San Francisco	CA	94105,,http://media.glassdoor.com/sqll/40687/cbs-interactive-squarelogo.png,"CBS Interactive is the premier online content network with the information and entertainment people crave. Our brands dive deep into the things people care most about across entertainment, tech, news, business, and sports. With hundreds of millions of unique visitors from around the world each month, CBS Interactive is a global top 10 web property and is the largest premium content network online. Our unparalleled collection of sites are extremely powerful vehicles for advertisers to reach highly attractive, targeted demographics. Our signature brands include: CNET GameSpot CBS News CBS Sports MaxPreps TV Guide Metacritic MetroLyrics CHOW TechRepublic TV.com and more!",Public Company,CBS,2008,www.cbsinteractive.com,1001-5000,NYS,17692,3.6,Satisfied,3.8,3.2,3.1,3.3,3.9,190,Sports,Jim Lanzone,http://media.glassdoor.com/people/ceo/40687/cbs-interactive-jim-lanzone.png,67,86,14
21,932698,553483,CrowdFlower,2111 Mission St #302,San Francisco,CA,94110,2111 Mission St #302	San Francisco	CA	94110,CrowdFlower,https://media.licdn.com/mpr/mpr/p/1/005/011/338/3ba4006.png,"CrowdFlower is the leading people-powered data enrichment platform for data scientists. Our quality-control technology is the fastest and most accurate way to collect, label, and clean data at scale. The platform automates the management of an on-demand, online workforce to tackle tasks that require human intelligence – like search relevance tuning, image annotation, transcription, and de-duplication. Our customers range from startups to Fortune 500 companies. For more information, visit www.crowdflower.com.",Privately Held,,2008,http://crowdflower.com,51-200,,1256,3.9,Satisfied,3.6,3.2,3.7,3.6,3.5,16,Online Publishing,Lukas Biewald,,8,75,25
23,426253,461657,New Relic,188 Spear,San Francisco,CA,94105,188 Spear	San Francisco	CA	94105,newrelic,http://media.glassdoor.com/sqll/461657/new-relic-squarelogo.png,"New Relic is a software analytics company that makes sense of billions of metrics about millions of applications in real time. Our comprehensive SaaS-based solution provides one powerful interface for web and native mobile applications and consolidates the performance monitoring data for any chosen technology in your environment. Our customers use our cloud solution every day to optimize more than 200 billion metrics for 3 million applications. When your brand and customer experience depend on the performance of modern software, New Relic provides insight into your overall environment. Learn more at newrelic.com.",Privately Held,,2008,http://newrelic.com,201-500,,10317,3.7,Satisfied,3.7,3.6,3.6,3.5,3.9,45,Internet,Lew Cirne,,42,92,8
25,398827,312741,Disqus,301 Howard St,San Francisco,CA,94105,301 Howard St	San Francisco	CA	94105,disqus,http://media.glassdoor.com/sqll/312741/disqus-squarelogo-1387582052430.png,"What is Disqus? Disqus is a free service that enables great online communities. As the web’s most popular discussion system, Disqus is used by 3 million websites that cover pretty much any topic imaginable. Our magic is in connecting people to stuff worth talking about. Who We Are Disqus is a fast-growing team making a big impact. We’re a group of hackers and tech geeks who love the web and believe that better communities will make an even better web. We believe in amazing user experiences, well-designed code, and fast, iterative development. We love what we do and we love the team we’ve built. Learn more about our company at disqus.com",Privately Held,,2007,http://www.disqus.com,51-200,,960,4.3,Very Satisfied,0,0,0,0,0,6,Information Technology & Services,Daniel Ha,,4,100,0
26,167251,415350,Dropbox,185 Berry St,San Francisco,CA,94107,185 Berry St San Francisco CA 94107,Dropbox,http://media.glassdoor.com/sqll/415350/dropbox-squarelogo-1400485499977.png,"Dropbox is the home for your most important stuff—now we’re bringing it to life with a growing family of products. Today, over 300 million people across every continent rely on Dropbox to get stuff done. With offices around the world, we're growing fast and building a collaborative team that makes work and life delightful. As we scale our global brand, there’s plenty of space for you to grow alongside us and simplify life for millions of people around the world. Learn more about careers at Dropbox here: www.linkedin.com/company/dropbox/careers
",Privately Held,,2007,www.dropbox.com,501-1000,,75129,4.9,Very Satisfied,4.8,4.5,4.7,4.6,4.2,88,Internet,Drew Houston,http://media.glassdoor.com/people/ceo/415350/dropbox-drew-houston.png,81,99,1
27,1807580,665033,Dropcam,"301 Howard Street, 4th Floor",San Francisco,CA,94015,"301 Howard Street, 4th Floor	San Francisco	CA	94015",dropcam,http://media.glassdoor.com/sqll/665033/dropcam-squarelogo-1382489704731.png,"We don’t just build a product. We create an experience. Dropcam, a Nest company, is developing cutting-edge technology that is revolutionizing the way people connect to their home and to the world. An experience that allows you to watch anything from anywhere. (And we do mean anything: Dropcam’s live streaming technology was originally built for reasons that might surprise you.) Engineers... This is complicated. We promise. Much like launching a fleet of suborbital spacecrafts or getting a seat on the subway during rush hour, building a stable, highly-available live video streaming system isn't easy. While we’ll let Richard Branson handle the first (and we’ll provide a pre-tax commuter plan for the second), the third is a problem we know we can solve... with your help. And you will make a difference. Each member of the team is integral to our success. Whether your spec’ing a new design element or landing our next great partnership, we’re counting on you to move the dial.",Privately Held,,2009,www.dropcam.com,51-200,,1444,4.7,Very Satisfied,0,0,0,0,0,7,Consumer Electronics,Greg Duffy,,6,100,0
28,1132117,500145,Fitbit,"405 Howard Street, Suite #550",San Francisco,CA,94105,"405 Howard Street, Suite #550	San Francisco	CA	94105",http://twitter.com/#!/fitbit,http://media.glassdoor.com/sqll/500145/fitbit-squarelogo-1394567394693.png,"Fitbit designs products and experiences that track everyday health and fitness, empowering and inspiring people to lead healthier, more active lives. As the leader in the fast-growing Connected Health & Fitness category, Fitbit's diverse line of award-winning products includes the Fitbit Flex wristband, Fitbit Zip and Fitbit One activity trackers, as well as the Aria Wi-Fi Smart Scale. Fitbit products are carried in more than 20,000 North American retail stores and sold internationally in more than 17 countries across Asia and Europe. Headquartered in San Francisco, Fitbit is privately held and funded by Foundry Group, Qualcomm Ventures, SAP Ventures, Softbank Capital, SoftTech VC and True Ventures.",Privately Held,,2007,http://www.fitbit.com,201-500,,17316,3.7,Satisfied,3.9,3.6,3.3,3.4,3.6,21,"Health, Wellness & Fitness",James Park,http://media.glassdoor.com/people/ceo/500145/fitbit-james-park.png,21,88,12
29,167402,530723,HubPages,95 Minna St,San Francisco,CA,94105,"
95 Minna St	San Francisco	CA	94105",HubPagesDotCom,http://media.glassdoor.com/sqll/530723/hubpages-squarelogo.png,"HubPages is an open community of passionate people - writers, explorers, knowledge seekers, conversation starters. Asking questions. Finding answers. Interacting and informing. Sharing words, pictures and videos. It’s a rich and vibrant experience with a unique set of tools and resources to help Hubbers find and build an audience, easily create articles, and earn all sorts of rewards, from accolades to ad revenue. Over 50 million people explore HubPages every month.",Privately Held,,2006,www.hubpages.com,11-50,,1607,5,Very Satisfied,0,0,0,0,0,1,Publishing,Paul Edmondson,,1,100,0
30,2072,9852,IGN Entertainment,625 Second Street,San Francisco,CA,94107,625 Second Street	San Francisco	CA	94107,,http://media.glassdoor.com/sqll/9852/ign-entertainment-squarelogo.png,"Launched in March 1997, IGN is the world's #1 video game and fan-focused entertainment information destination. IGN is the top-ranked site in comScore's gaming category and runs one of the biggest YouTube content channels as well as apps across all major mobile and console platforms. Localized into more than 16 languages, IGN is headquartered in San Francisco, with offices across North America, Europe and Australia.",Public Company,IGN,1996,http://www.ign.com,201-500,,12736,3.4,OK,4,2.8,3.2,3.3,3.6,63,Online Publishing,Damon Johnson,,1,0,100
31,2274539,900384,Imgur,415 Jackson St,San Francisco,CA,94111,415 Jackson St	San Francisco	CA	94111,@imgur,http://media.glassdoor.com/sqll/900384/imgur-squarelogo-1414523675291.png,"Imgur is used to share photos with social networks and online communities, and has the funniest pictures from all over the Internet. We make people happy by providing a simple, hassle free user experience. Users are empowered to control everything about their images and because of our ""no limits"" philosophy know that they can safely share with millions of their closest friends on the Internet.",Privately Held,,2009,www.imgur.com,11-50,,508,5,Very Satisfied,0,0,0,0,0,3,Internet,Alan Schaaf,,3,100,0
33,20541,267448,Internet Archive,300 Funston Avenue,San Francisco,CA,94118,300 Funston Avenue San Francisco CA 94118,internetarchive,http://media.glassdoor.com/sqll/267448/internet-archive-squarelogo.png,"The Internet Archive is a 501(c)(3) non-profit that was founded by Brewster Kahle in 1996 to build an Internet library, with the purpose of offering permanent access for researchers, historians, and scholars to the world's knowledge in digital format. Collections include texts, audio, moving images, and software as well as archived web pages. The web collection now totals over 1 petabyte of primary data compressed and includes 110+billion captures harvested from 1996 to the present.",Non Profit,,1996,www.archive.org,51-200,,539,3.7,Satisfied,0,0,0,0,0,7,Libraries,Brewster Kahle,,3,100,0
34,1580750,472684,Jawbone,"99 Rhode Island St., 3rd Floor",San Francisco,CA,94103,"99 Rhode Island St., 3rd Floor	San Francisco	CA	94103",jawbone,http://media.glassdoor.com/sqll/472684/jawbone-squarelogo.png,"JAWBONE...Make the next thing big. We make products that delight users, disrupt markets, and redefine “the everyday”. We do this by combining our award-winning devices with beautifully crafted software. With curiosity, innovation, and grit, we are reshaping how people create, play, know themselves, and connect with each other. The next era of technology will be defined by products that are smarter, more connected, and seamlessly integrated into our daily routines—and Jawbone is leading the charge. If you're in search of a place to push the edges of what's possible and you're ready to do the best work of your life with insanely smart people: hello, nice to meet you. PERKS: Growing an arsenal of products to pioneer the future requires hard work and creativity, and we are committed to supporting the whole you while you do it. In addition to our strong basic benefits package, we provide a host of other benefits, including: *Catered lunches *Gym membership *Gadgets to play with *Plenty of vacation time *Fun corporate culture ABOUT US: Jawbone makes human-centered products for better daily living. For over a decade, we’ve been creating award-winning wearable technology and audio devices. We’re set apart by the unparalleled innovation, ease of use, and sophisticated design in our Jawbone ERA and ICON Bluetooth® headsets, our JAMBOX family of wireless speakers, and UP, our lifestyle tracking wristband and companion software.",Privately Held,,1997,www.jawbone.com,201-500,,12369,3.3,OK,3.4,3.3,3.8,3.9,4,29,Consumer Electronics,Hosain Rahman,,20,64,36
35,2533982,149645,kink.com,1800 Mission Street,San Francisco,CA,94103,1800 Mission Street	San Francisco	CA	94103,,http://media.glassdoor.com/sqll/149645/kink-com-squarelogo-1399314850516.png,"Kink.com - We're proud of who we are and what we do, and we want you to be proud too. We're looking for industry leaders who can push past conventional thinking and create the next level in web presence. Let us know if this is you, search our open job listings , we encourage and reward creative thinkers. As the premier producer of adult media, we lead the industry in production, innovation and integrity. We work with a creative and innovative group of professionals utilizing the most cutting edge technology to push the envelope and this is your chance to be a part of it. Kink.com strives to create the most authentic experiences, foster community and empower people to explore their sexuality. We are an equal opportunities employer. Our 100 employees include 40% women, a diverse mix of communities of color, and a strong representation from the LGBTQQ communities.
",Privately Held,,1997,www.kink.com,51-200,,263,2.5,OK,2.3,1.7,2.8,2.3,3.5,16,Entertainment,Peter Acworth,,8,15,85
36,82584,734782,Kongregate,450 Sansome - 12th Floor,San Francisco,CA,94111,450 Sansome - 12th Floor	San Francisco	CA	94111,kongregate,https://media.licdn.com/mpr/mpr/p/2/000/0b8/152/19dccf2.png,"At Kongregate we're building the leading site to play games - or to make them. We have thousands and thousands of the best free games, and our community features mean that playing them here is more satisfying than anywhere else. If you do well in our games you'll earn badges, level up, and gain the respect of your friends. Profiles, chat, comments, private messages, and forums make it easy to exchange game tips or just relax in the company of enthusiastic gamers from around the world. We know that making great games isn't easy and our mission is to help indie developers make better games and earn more money doing it. We share advertising and virtual goods revenue with game developers - and they retain full rights to their games. With features like multiplayer support, persistent data storage, high scores, and statistics, we take care of a lot of the headaches involved in game development. Uploading a game is quick and easy - the best rated games make it to the homepage and get millions of plays. For developers just starting out, our community features are great for getting quick feedback on what works and what doesn't. http://www.kongregate.com/pages/about",Privately Held,,2006,http://www.kongregate.com,51-200,,1161,2.9,OK,0,0,0,0,0,3,Computer Games,Emily Greer,,0,0,100
40,55895,221309,Mimecast,301 Howard Street Suite 1300,San Francisco,CA,94105,"301 Howard Street
Suite 1300 San Francisco North America CA 94105",mimecast,https://media.licdn.com/mpr/mpr/p/1/000/2c8/1ce/3662b3b.png,"Mimecast delivers cloud-based enterprise email management including archiving, discovery, continuity, security and policy. By unifying disparate and fragmented email environments into one holistic solution that is always available from the cloud, Mimecast minimizes risk and reduces cost and complexity, while providing total end-to-end control of email.",Privately Held,,2002,http://www.mimecast.com,501-1000,,20838,3.7,Satisfied,4.9,4.9,4.2,4.1,4.8,21,Information Technology & Services,Peter Bauer,http://media.glassdoor.com/people/ceo/221309/mimecast-peter-bauer.jpg,16,92,2
41,13377,134920,"ON24, Inc.","201 3rd Street,",San Francisco,CA,94103,"201 3rd Street,	San Francisco	CA	94103",@On24,https://media.licdn.com/mpr/mpr/p/3/000/282/271/0c416ff.png,"ON24 is the global leader in webinar-based marketing solutions that drive demand generation and customer engagement. Its patented cloud-based platform features an interactive and immersive user interface and industry-leading webinar analytics for events, campaigns and benchmarking. Providing one-click access from any computer or mobile device, ON24’s award-winning solutions are integrated with leading CRM and marketing automation platforms, enabling marketers to optimize demand generation, enhance lead qualification and accelerate opportunities in their sales pipelines. Additional business applications for the ON24 product portfolio include virtual training, talent development and town hall meetings. More than 1,000 enterprises of all sizes rely on ON24, including IBM, CA Technologies, Merck, JPMorgan Chase, Deloitte, Credit Suisse, Ernst & Young and SAP. The company is headquartered in San Francisco, with offices throughout the world.
",Privately Held,,1998,http://www.on24.com,201-500,,3419,3.2,OK,2.9,2.9,3.5,3.1,3.3,81,Internet,Sharat Sharan,http://media.glassdoor.com/people/ceo/134920/on24-inc-sharat-sharan.png,38,56,44
42,1124131,503467,Pinterest,808 Brannan Street,San Francisco,CA,94103,808 Brannan Street	San Francisco	CA	94103,,https://media.licdn.com/mpr/mpr/p/3/000/23c/199/2912b3a.png,"Pinterest helps people discover things they love and inspire them to do those things in real life. Our mission is to create an interest graph that is broad, personal, and useful. Ben Silbermann, Evan Sharp and Paul Sciarra co-founded our site in March 2010. Since then, we’ve helped millions of people pick up new hobbies, find their style and plan life’s important projects.",Privately Held,,2010,http://www.pinterest.com,201-500,,49260,4.6,Very Satisfied,4.6,4.2,4.2,4.7,4.3,26,Internet,Ben Silbermann,,25,92,8
44,119904,399647,Practice Fusion,"650 Townsend Street, Suite 500",San Francisco,CA,94103,"650 Townsend Street, Suite 500	San Francisco	CA	94103",http://twitter.com/#!/practicefusion,https://media.licdn.com/mpr/mpr/p/6/005/04a/343/20108cb.png,"Practice Fusion is the largest cloud-based electronic health records (EHR) company in the U.S. with more than 112,000 monthly active medical professionals and 81 million patients. Our mission, is to connect doctors, patients and data to drive better health and save lives. Practice Fusion provides a free, web-based Electronic Health Record (EHR) system to physicians. With charting, scheduling, e-prescribing, billing, lab integrations, e-referrals, tablet interface, Meaningful Use certification, unlimited support and a Personal Health Record for patients.",Privately Held,,2005,www.practicefusion.com,201-500,,5111,3.3,OK,3.6,2.8,3.5,2.8,3.4,49,Internet,Ryan Howard,http://media.glassdoor.com/people/ceo/399647/practice-fusion-ryan-howard.jpg,41,54,46
45,216295,453105,Prezi,624 Harrison St.,San Francisco,CA,94107,624 Harrison St.	San Francisco	CA	94107,prezi,https://media.licdn.com/mpr/mpr/p/8/005/073/2fd/26e1f78.png,"Prezi is the cloud-based presentation software that helps you connect powerfully with your audience. Unlike slides, Prezi’s zoomable canvas shows relationships between the big picture and fine details, putting ideas into context and engaging viewers in a unique and visually exciting way. Prezi is in the business of making presenters great. See what can be done in Prezi: http://prezi.com/explore. Contact our Sales Team at sales@prezi.com. ABOUT THE COMPANY: Founded in 2009, and with offices in San Francisco and Budapest, Prezi now fosters a community of over 40 million users and over 100 million prezis around the world. With partnerships including TED Conferences, the SXSW Accelerator Pitch Competition, and The White House’s ConnectEd initiative, Prezi is committed to helping presenters make an impact on audiences around the world.
",Privately Held,,2008,prezi.com,201-500,,14352,4.5,Very Satisfied,0,0,0,0,0,17,Internet,Peter Arvai,,12,100,0
